person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
21,10.309885558692892,5.0,2,8.922658299524402,10.75,0,0.25,0,4,0,0,1,0,0,1,0,0
22,10.348173373797573,3.0,2,8.922658299524402,9.91,0,0.24,0,4,0,0,1,0,0,0,1,0
22,10.369577282460726,3.0,3,8.922658299524402,13.11,0,0.24,0,2,0,0,1,0,1,0,0,0
26,10.373491181781864,1.0,3,8.922658299524402,13.79,0,0.23,1,3,0,0,1,0,0,1,0,0
22,10.404262840448617,2.0,2,8.922658299524402,11.011694892245036,0,0.23,0,4,0,0,1,0,1,0,0,0
26,10.4341158035983,5.0,1,8.922658299524402,7.9,1,0.22,0,3,0,0,1,1,0,0,0,0
23,10.933178395737816,0.0,3,9.210340371976184,13.61,0,0.18,0,4,1,0,0,0,1,0,0,0
22,10.933178395737816,6.0,2,8.699514748210191,11.86,0,0.11,0,3,1,0,0,0,0,1,0,0
22,10.933178395737816,6.0,1,8.699514748210191,7.88,0,0.11,0,4,1,0,0,0,0,1,0,0
22,10.933178395737816,5.0,3,9.392661928770137,13.98,0,0.21,0,3,0,1,0,0,1,0,0,0
22,10.933178395737816,6.0,1,7.600902459542082,7.51,0,0.04,0,4,1,0,0,1,0,0,0,0
22,10.44592811567137,2.0,4,8.922658299524402,15.05,1,0.22,0,2,0,0,1,0,0,0,0,0
26,10.933178395737816,10.0,3,9.903487552536127,13.57,0,0.36,1,4,1,0,0,0,1,0,0,0
26,10.933178395737816,3.0,1,9.472704636443673,8.59,0,0.23,0,3,1,0,0,0,1,0,0,0
26,10.933178395737816,2.0,1,9.210340371976184,9.32,0,0.18,0,3,0,1,0,0,0,1,0,0
23,10.456797787908274,5.0,4,8.922658299524402,12.61,0,0.22,0,4,0,0,1,0,0,0,1,0
25,10.46310334047155,2.0,2,8.922658299524402,10.99,0,0.21,0,2,0,0,1,1,0,0,0,0
21,10.275189030491484,0.0,4,8.922658299524402,11.011694892245036,1,0.26,1,2,0,0,1,0,0,1,0,0
24,10.822973175306803,2.0,4,8.699514748210191,15.62,1,0.12,0,2,1,0,0,0,1,0,0,0
23,10.935960038699692,2.0,2,8.022896869601457,10.59,0,0.05,0,2,1,0,0,0,0,0,1,0
25,10.491274217438248,0.0,3,8.922658299524402,13.49,0,0.21,0,4,0,0,1,1,0,0,0,0
26,10.491274217438248,10.0,2,8.922658299524402,10.59,0,0.21,0,3,0,0,1,0,0,0,0,1
26,10.319562839756308,2.0,2,8.922658299524402,12.18,1,0.25,0,3,0,0,1,0,0,0,1,0
22,10.939656900581019,5.0,3,8.699514748210191,12.99,0,0.11,0,2,1,0,0,0,1,0,0,0
22,10.511893504640982,6.0,4,8.922658299524402,14.84,0,0.2,0,3,0,0,1,0,1,0,0,0
25,10.82774645405946,9.0,4,9.392661928770137,16.89,1,0.24,0,4,1,0,0,1,0,0,0,0
22,10.940224437486151,6.0,4,9.75846178048587,15.62,0,0.31,0,4,1,0,0,0,1,0,0,0
21,10.940224437486151,5.0,1,8.517193191416238,6.54,0,0.09,0,2,0,1,0,0,0,0,0,1
23,10.940224437486151,4.789686296787225,2,8.294049640102028,11.49,0,0.07,0,4,1,0,0,0,1,0,0,0
25,10.536778565942708,6.0,1,8.922658299524402,8.32,0,0.2,0,4,0,0,1,0,0,0,1,0
22,10.545341438708522,5.0,1,8.922658299524402,5.79,0,0.2,0,4,0,0,1,0,0,0,1,0
23,10.545341438708522,0.0,1,8.922658299524402,7.88,0,0.2,0,4,0,0,1,0,0,1,0,0
26,10.555812738575819,10.0,4,8.922658299524402,17.58,0,0.2,0,2,0,0,1,0,0,1,0,0
22,10.38591370178042,6.0,3,8.922658299524402,14.27,1,0.23,0,2,0,0,1,0,0,0,0,1
23,10.941995917134532,7.0,1,9.190137664658664,11.011694892245036,0,0.17,0,2,1,0,0,0,0,1,0,0
23,10.596009537702155,0.0,3,8.922658299524402,11.011694892245036,0,0.19,1,2,0,0,1,0,0,0,1,0
22,10.59653472809574,0.0,2,8.922658299524402,11.86,0,0.19,0,3,0,0,1,0,0,0,1,0
23,10.596634733096073,7.0,2,8.922658299524402,12.69,0,0.19,0,2,0,0,1,0,0,0,0,1
21,10.942562128488042,4.789686296787225,1,9.680344001221918,7.88,0,0.28,0,3,1,0,0,0,1,0,0,0
24,10.942579817428031,4.789686296787225,2,9.903487552536127,11.11,0,0.35,0,2,1,0,0,0,0,0,0,0
23,10.943764264191275,3.0,2,9.392661928770137,10.38,0,0.21,0,2,0,1,0,0,0,1,0,0
24,10.596634733096073,1.0,1,8.922658299524402,5.79,0,0.19,0,4,0,0,1,0,0,0,1,0
22,10.944647266456153,2.0,2,8.779557455883728,10.65,0,0.11,0,2,1,0,0,0,0,1,0,0
25,10.944735523814668,9.0,3,9.903487552536127,13.61,0,0.35,0,2,1,0,0,0,0,0,0,1
23,10.945529489715843,7.0,1,9.392661928770137,5.42,0,0.21,0,2,1,0,0,0,1,0,0,0
26,10.945529489715843,3.0,1,8.699514748210191,9.63,0,0.11,0,4,1,0,0,1,0,0,0,0
24,10.596634733096073,0.0,2,8.922658299524402,11.36,0,0.19,0,4,0,0,1,1,0,0,0,0
26,10.947467645551173,10.0,3,7.824046010856292,11.011694892245036,0,0.04,1,3,1,0,0,1,0,0,0,0
22,10.4341158035983,2.0,3,8.922658299524402,12.53,1,0.22,1,4,0,0,1,0,0,1,0,0
25,10.949050620114422,9.0,1,10.126631103850338,7.51,0,0.44,0,3,1,0,0,0,0,0,1,0
23,10.949050620114422,7.0,2,9.323669057283185,11.011694892245036,0,0.2,0,3,1,0,0,0,0,1,0,0
22,10.949085768881583,6.0,1,9.392661928770137,7.14,0,0.21,0,4,1,0,0,1,0,0,0,0
23,10.95073636891568,2.0,1,9.166910814048848,9.63,0,0.17,0,4,0,1,0,0,0,0,0,1
22,10.619032030538111,4.0,2,8.922658299524402,9.63,0,0.18,0,2,0,0,1,0,0,0,0,1
26,10.645424897265505,0.0,2,8.922658299524402,10.25,0,0.18,0,4,0,0,1,1,0,0,0,0
21,10.950806546816688,5.0,2,8.987196820661973,10.65,0,0.14,0,3,0,1,0,0,0,0,1,0
22,10.950806546816688,4.0,1,9.463042725531936,7.9,0,0.23,0,2,1,0,0,0,1,0,0,0
24,10.950806546816688,0.0,2,7.783224016336037,12.69,0,0.04,0,4,1,0,0,0,0,1,0,0
23,10.645424897265505,1.0,2,8.922658299524402,10.33,0,0.18,0,4,0,0,1,0,0,0,1,0
23,10.491274217438248,1.0,4,8.922658299524402,12.61,1,0.21,1,2,0,0,1,0,0,0,1,0
22,10.950806546816688,6.0,2,9.343559215762406,9.91,0,0.2,0,4,1,0,0,0,0,0,1,0
22,10.657259354912508,0.0,1,8.922658299524402,7.9,0,0.18,0,2,0,0,1,0,1,0,0,0
21,10.52567564415558,1.0,4,8.922658299524402,14.84,1,0.2,1,2,0,0,1,0,0,0,0,0
25,10.950806546816688,5.0,1,9.472704636443673,8.9,0,0.23,0,2,1,0,0,0,0,0,1,0
22,10.691944912900398,0.0,1,8.922658299524402,8.32,0,0.17,0,3,0,0,1,0,0,0,1,0
22,10.950806546816688,6.0,2,8.881836305004146,11.011694892245036,0,0.13,0,2,1,0,0,0,0,0,0,1
25,10.839580911706463,9.0,4,8.612503371220562,16.77,1,0.11,1,2,1,0,0,1,0,0,0,0
22,10.950806546816688,2.0,3,8.691146498539675,13.49,0,0.1,1,3,1,0,0,0,0,1,0,0
25,10.571316925111784,9.0,4,8.922658299524402,15.62,1,0.19,1,2,0,0,1,0,0,1,0,0
26,10.950806546816688,6.0,3,9.104979856318357,12.99,0,0.16,1,4,1,0,0,0,0,1,0,0
26,10.950806546816688,10.0,1,9.546812608597396,5.42,0,0.25,0,4,1,0,0,0,0,0,0,1
21,10.950806546816688,5.0,3,9.574983485564092,11.011694892245036,0,0.25,1,2,1,0,0,0,0,0,0,1
24,10.950806546816688,8.0,2,9.889642145714076,9.99,0,0.35,0,2,1,0,0,0,0,0,0,0
23,10.714417768752456,5.0,4,8.922658299524402,15.37,0,0.17,1,4,0,0,1,0,1,0,0,0
22,10.571316925111784,1.0,4,8.922658299524402,11.011694892245036,1,0.19,1,4,0,0,1,0,0,0,0,1
24,10.950806546816688,8.0,1,8.699514748210191,5.99,0,0.11,0,3,1,0,0,0,1,0,0,0
26,10.950806546816688,4.0,3,9.392661928770137,13.49,0,0.21,1,2,1,0,0,0,1,0,0,0
22,10.950806546816688,1.0,1,8.070906088787819,5.99,0,0.06,0,4,1,0,0,0,0,0,0,1
26,10.724368099605625,2.0,2,8.922658299524402,11.14,0,0.17,0,3,0,0,1,0,0,1,0,0
22,10.727662995502477,6.0,3,8.922658299524402,11.011694892245036,0,0.16,0,4,0,0,1,0,1,0,0,0
23,10.950806546816688,0.0,2,9.903487552536127,11.99,0,0.35,0,2,1,0,0,0,0,0,0,1
26,10.753638481905739,6.0,2,8.922658299524402,9.99,0,0.16,0,3,0,0,1,1,0,0,0,0
21,10.768484990022733,2.0,2,8.922658299524402,10.99,0,0.16,0,2,0,0,1,1,0,0,0,0
23,10.950806546816688,7.0,1,9.132378830506472,5.99,0,0.16,0,4,1,0,0,0,0,0,1,0
25,10.950806546816688,9.0,2,9.392661928770137,10.59,0,0.21,0,3,0,1,0,0,0,1,0,0
23,10.778956289890028,4.0,1,8.922658299524402,5.79,0,0.16,0,4,0,0,1,0,0,1,0,0
22,10.645424897265505,7.0,5,8.922658299524402,17.04,1,0.18,0,2,0,0,1,1,0,0,0,0
25,10.778956289890028,9.0,3,8.922658299524402,12.53,0,0.16,0,3,0,0,1,1,0,0,0,0
23,10.950806546816688,1.0,3,8.34283980427146,12.68,0,0.07,1,4,1,0,0,0,0,1,0,0
24,10.950806546816688,5.0,1,8.987196820661973,5.42,0,0.14,0,3,1,0,0,0,1,0,0,0
24,10.950806546816688,8.0,4,9.546812608597396,14.91,0,0.25,0,4,1,0,0,0,0,0,0,1
23,10.950806546816688,5.0,2,9.798127036878302,11.11,0,0.32,0,2,1,0,0,0,0,0,0,1
25,10.792592065365966,4.0,2,8.922658299524402,11.011694892245036,0,0.15,0,4,0,0,1,0,1,0,0,0
23,10.950806546816688,6.0,1,8.85366542803745,11.011694892245036,0,0.12,0,2,1,0,0,0,0,0,1,0
22,10.799575577092764,7.0,1,8.922658299524402,6.62,0,0.15,0,3,0,0,1,0,0,0,1,0
25,10.950806546816688,5.0,4,9.323669057283185,14.46,0,0.2,1,4,1,0,0,0,0,0,0,0
22,10.668955394675699,1.0,4,8.922658299524402,14.96,1,0.17,0,3,0,0,1,0,0,0,0,1
21,10.691944912900398,5.0,1,8.922658299524402,7.9,1,0.17,0,3,0,0,1,0,0,1,0,0
25,10.819778284410283,3.0,2,8.922658299524402,10.99,0,0.15,0,2,0,0,1,0,0,0,1,0
23,10.950806546816688,6.0,4,9.769956159911606,14.09,0,0.31,1,3,1,0,0,0,1,0,0,0
26,10.691944912900398,0.0,5,8.922658299524402,16.4,1,0.17,0,3,0,0,1,0,0,0,0,0
22,10.819778284410283,1.0,1,8.922658299524402,8.94,0,0.15,0,3,0,0,1,0,0,1,0,0
25,10.691944912900398,7.0,3,8.922658299524402,13.92,1,0.17,0,3,0,0,1,0,0,1,0,0
23,10.691944912900398,0.0,5,8.922658299524402,16.0,1,0.17,0,4,0,0,1,0,0,0,0,1
22,10.839580911706463,3.0,2,9.392661928770137,11.86,1,0.24,0,3,1,0,0,0,0,0,0,0
24,10.819778284410283,2.0,2,8.922658299524402,10.01,0,0.15,0,3,0,0,1,0,0,0,0,0
22,10.950806546816688,6.0,1,8.85366542803745,7.14,0,0.12,0,3,1,0,0,0,1,0,0,0
25,10.950806546816688,5.0,3,9.392661928770137,13.23,0,0.21,0,3,0,1,0,0,0,0,1,0
22,10.819778284410283,1.0,1,8.922658299524402,8.32,0,0.15,0,4,0,0,1,0,0,0,1,0
26,10.839580911706463,5.0,4,8.85366542803745,15.21,1,0.14,0,4,1,0,0,0,0,1,0,0
22,10.950806546816688,5.0,2,8.922658299524402,11.86,0,0.13,0,3,1,0,0,0,0,0,1,0
22,10.700994748420316,4.0,1,8.922658299524402,8.49,1,0.17,0,4,0,0,1,1,0,0,0,0
22,10.950806546816688,5.0,2,8.922658299524402,10.25,0,0.13,0,2,1,0,0,0,0,0,1,0
22,10.83295114012053,0.0,3,8.922658299524402,13.22,0,0.15,0,3,0,0,1,1,0,0,0,0
26,10.839580911706463,10.0,4,9.472704636443673,15.33,1,0.25,1,3,1,0,0,0,0,1,0,0
22,10.839580911706463,6.0,1,8.922658299524402,5.99,0,0.15,0,2,0,0,1,0,0,0,1,0
22,10.950806546816688,6.0,2,9.341368634382587,12.53,0,0.2,0,3,1,0,0,0,1,0,0,0
22,10.839580911706463,6.0,3,8.922658299524402,11.011694892245036,0,0.15,0,4,0,0,1,0,1,0,0,0
23,10.858998997563564,7.0,2,8.922658299524402,10.38,0,0.14,0,2,0,0,1,0,0,0,0,1
25,10.87804719253426,0.0,2,8.922658299524402,10.39,0,0.14,0,4,0,0,1,0,1,0,0,0
24,10.915088464214607,0.0,1,8.922658299524402,6.03,0,0.14,0,3,0,0,1,0,1,0,0,0
24,10.839580911706463,8.0,2,9.392661928770137,11.011694892245036,1,0.24,0,3,1,0,0,1,0,0,0,0
22,10.915088464214607,6.0,1,8.922658299524402,6.03,0,0.14,0,2,0,0,1,1,0,0,0,0
26,10.950806546816688,10.0,2,7.824046010856292,11.58,0,0.04,0,3,1,0,0,0,0,0,0,1
24,10.950806546816688,8.0,1,9.104979856318357,8.0,0,0.16,0,4,0,1,0,0,1,0,0,0
21,10.915088464214607,1.0,1,8.922658299524402,7.88,0,0.14,0,2,0,0,1,0,1,0,0,0
24,10.950806546816688,3.0,1,8.612503371220562,8.0,0,0.1,0,3,1,0,0,0,0,0,0,1
23,10.950806546816688,7.0,2,8.34283980427146,10.51,0,0.07,0,3,0,1,0,0,1,0,0,0
24,10.915088464214607,1.0,2,8.922658299524402,12.53,0,0.14,0,2,0,0,1,0,0,0,0,0
25,10.950806546816688,4.0,1,6.802394763324311,8.63,0,0.02,0,4,0,1,0,0,0,1,0,0
22,10.950806546816688,6.0,2,10.126631103850338,9.01,0,0.44,0,2,1,0,0,0,1,0,0,0
25,10.950806546816688,5.0,3,8.88875674784872,10.59,0,0.13,0,4,1,0,0,0,0,0,0,1
26,10.950911804434805,10.0,1,8.699514748210191,6.17,0,0.11,0,2,1,0,0,1,0,0,0,0
23,10.950806546816688,8.0,3,8.922658299524402,11.97,0,0.13,0,4,0,0,1,0,1,0,0,0
23,10.961277846683982,5.0,3,8.922658299524402,13.85,0,0.13,0,3,0,0,1,0,0,1,0,0
26,10.951998818234705,2.0,3,7.3777589082278725,15.23,0,0.03,1,4,0,1,0,0,0,0,0,1
22,10.858998997563564,1.0,4,8.922658299524402,11.011694892245036,1,0.14,1,4,0,0,1,0,0,0,0,0
25,10.952909597013466,4.789686296787225,2,10.126631103850338,10.99,0,0.44,0,4,1,0,0,0,0,1,0,0
23,10.954099365149055,7.0,1,9.767094927630573,6.62,0,0.31,0,3,1,0,0,0,0,0,0,1
21,10.954169307446687,0.0,1,8.987196820661973,7.49,0,0.14,0,3,1,0,0,0,0,1,0,0
23,10.985292722887856,7.0,1,8.922658299524402,6.54,0,0.13,0,2,0,0,1,0,1,0,0,0
25,10.87804719253426,3.0,4,8.922658299524402,12.92,1,0.14,0,4,0,0,1,0,0,1,0,0
21,10.95430917736789,5.0,1,8.987196820661973,6.03,0,0.14,0,2,1,0,0,1,0,0,0,0
22,10.95430917736789,7.0,1,8.922658299524402,7.51,0,0.13,0,3,1,0,0,1,0,0,0,0
25,10.95430917736789,1.0,1,7.783224016336037,7.49,0,0.04,0,2,1,0,0,0,1,0,0,0
22,10.95430917736789,4.0,1,8.85366542803745,7.51,0,0.12,0,2,1,0,0,0,1,0,0,0
25,11.002099841204238,6.0,3,8.922658299524402,14.27,0,0.13,1,2,0,0,1,0,0,1,0,0
22,10.954379104992826,6.0,4,9.104979856318357,15.58,0,0.16,1,3,1,0,0,0,1,0,0,0
22,11.002099841204238,6.0,2,8.922658299524402,9.99,0,0.13,0,3,0,0,1,0,0,1,0,0
23,11.002099841204238,4.0,1,8.922658299524402,7.66,0,0.13,0,2,0,0,1,0,0,0,1,0
25,10.957799582307658,9.0,1,9.044875932248651,6.99,0,0.15,0,2,1,0,0,1,0,0,0,0
22,10.957799582307658,0.0,1,9.259130536145614,7.75,0,0.18,0,3,1,0,0,0,1,0,0,0
24,10.958339506208922,8.0,1,8.294049640102028,6.76,0,0.07,0,3,1,0,0,0,0,0,1,0
22,11.002099841204238,3.0,1,8.922658299524402,6.17,0,0.13,0,3,0,0,1,0,0,0,1,0
22,11.002099841204238,1.0,2,8.922658299524402,11.011694892245036,0,0.13,0,4,0,0,1,0,0,0,0,1
23,10.95898355013061,8.0,2,9.552155453007892,9.91,0,0.24,0,2,1,0,0,0,1,0,0,0
23,11.002099841204238,8.0,1,8.922658299524402,9.07,0,0.13,0,2,0,0,1,0,0,0,0,1
21,10.959540226785442,6.0,1,8.294049640102028,7.9,0,0.07,0,3,1,0,0,0,0,0,0,1
22,11.002099841204238,6.0,3,8.922658299524402,11.34,0,0.13,1,4,0,0,1,0,1,0,0,0
21,11.018629143155449,3.0,2,8.922658299524402,10.39,0,0.12,0,2,0,0,1,0,1,0,0,0
26,11.06663836234181,8.0,2,8.922658299524402,9.83,0,0.12,0,3,0,0,1,1,0,0,0,0
25,10.959540226785442,5.0,3,9.41531995266272,11.011694892245036,0,0.21,1,3,1,0,0,0,0,1,0,0
26,10.959540226785442,2.0,1,8.955448122347393,6.76,0,0.13,0,3,1,0,0,1,0,0,0,0
25,10.849337086651827,1.0,4,9.472704636443673,16.07,1,0.25,0,2,0,0,0,0,0,1,0,0
26,11.097410021008562,2.0,1,8.922658299524402,6.62,0,0.11,0,2,0,0,1,0,1,0,0,0
25,11.112447898373103,7.0,2,8.922658299524402,12.18,0,0.11,0,4,0,0,1,0,0,1,0,0
23,10.959609789583286,1.0,1,9.104979856318357,6.54,0,0.16,0,3,1,0,0,1,0,0,0,0
23,10.959609789583286,7.0,1,9.210340371976184,8.59,0,0.17,0,2,1,0,0,0,0,0,1,0
26,10.960409414150028,4.789686296787225,1,8.160518247477505,5.42,0,0.06,0,4,1,0,0,1,0,0,0,0
22,10.960652651290065,6.0,2,9.95227771670556,11.48,0,0.36,0,3,1,0,0,0,0,1,0,0
22,11.119882876860622,1.0,2,8.922658299524402,9.76,0,0.11,0,2,0,0,1,0,0,0,0,1
24,11.127262984158243,0.0,2,8.922658299524402,11.99,0,0.11,0,2,0,0,1,0,0,0,1,0
23,11.127262984158243,1.0,2,8.922658299524402,11.49,0,0.11,0,3,0,0,1,0,1,0,0,0
24,10.961277846683982,8.0,1,9.259130536145614,6.62,0,0.18,0,3,1,0,0,0,0,0,0,0
26,10.961277846683982,10.0,2,7.495541943884256,12.42,0,0.03,0,3,1,0,0,0,0,1,0,0
23,10.961277846683982,4.789686296787225,1,9.210340371976184,6.03,0,0.17,0,4,1,0,0,1,0,0,0,0
22,10.961277846683982,6.0,1,8.779557455883728,7.49,0,0.11,0,3,0,1,0,0,0,0,0,1
22,10.961277846683982,4.789686296787225,1,7.313220387090301,5.99,0,0.03,0,3,0,1,0,0,1,0,0,0
23,10.851276951469654,1.0,2,8.476371196895983,10.99,1,0.09,0,3,1,0,0,0,0,0,1,0
24,10.961277846683982,4.789686296787225,1,8.101677747454572,5.42,0,0.06,0,4,1,0,0,0,0,0,0,0
23,11.048410744067487,7.0,3,8.922658299524402,11.97,1,0.12,0,4,0,0,1,0,0,0,0,0
22,10.961277846683982,6.0,2,8.699514748210191,10.74,0,0.1,0,3,1,0,0,0,0,0,0,1
24,10.961277846683982,9.0,2,8.779557455883728,11.011694892245036,0,0.11,0,2,1,0,0,0,0,0,0,1
24,11.156193376541639,5.0,1,8.922658299524402,7.49,0,0.11,0,2,0,0,1,0,0,0,0,1
23,11.06663836234181,0.0,4,8.922658299524402,13.55,1,0.12,0,3,0,0,1,0,0,0,0,0
22,10.961277846683982,1.0,2,8.699514748210191,10.0,0,0.1,0,2,1,0,0,0,0,0,1,0
22,10.961277846683982,2.0,3,8.294049640102028,11.011694892245036,0,0.07,1,2,1,0,0,1,0,0,0,0
23,10.961277846683982,6.0,1,8.294049640102028,5.42,0,0.07,0,2,1,0,0,1,0,0,0,0
23,10.961277846683982,7.0,1,8.517193191416238,5.79,0,0.09,0,3,1,0,0,0,0,0,1,0
21,11.184421397998193,1.0,3,8.922658299524402,13.22,0,0.1,0,3,0,0,1,0,1,0,0,0
23,10.961277846683982,7.0,1,8.294049640102028,11.011694892245036,0,0.07,0,3,1,0,0,1,0,0,0,0
22,11.184421397998193,3.0,3,8.922658299524402,11.41,0,0.1,0,3,0,0,1,0,1,0,0,0
23,11.225243392518447,8.0,3,8.922658299524402,13.48,0,0.1,1,3,0,0,1,0,1,0,0,0
23,11.225243392518447,4.0,2,8.922658299524402,11.83,0,0.1,0,2,0,0,1,0,1,0,0,0
25,10.961277846683982,4.0,1,8.85366542803745,7.88,0,0.12,0,3,1,0,0,0,0,0,1,0
23,10.961277846683982,7.0,3,9.210340371976184,13.11,0,0.17,0,3,1,0,0,0,1,0,0,0
25,10.979342854081622,5.0,4,8.922658299524402,15.37,1,0.11,0,4,0,0,1,0,0,1,0,0
24,11.289681908655686,0.0,2,8.922658299524402,10.71,0,0.09,0,4,0,0,1,1,0,0,0,0
23,10.961277846683982,0.0,2,6.907755278982137,11.011694892245036,0,0.02,0,2,1,0,0,0,0,0,0,1
23,10.96238834096801,4.0,1,9.210340371976184,6.62,0,0.17,0,4,1,0,0,0,1,0,0,0
25,11.211874424779493,2.0,4,8.922658299524402,12.61,1,0.1,1,4,0,0,1,1,0,0,0,0
23,10.96301245249619,7.0,2,8.160518247477505,10.65,0,0.06,0,4,1,0,0,0,0,0,1,0
21,10.96301245249619,5.0,2,9.51044496442652,9.91,0,0.23,0,2,1,0,0,0,0,0,0,1
25,10.96301245249619,9.0,1,9.104979856318357,11.011694892245036,0,0.16,0,3,1,0,0,0,0,0,0,0
22,11.245046019814627,0.0,4,8.922658299524402,13.24,1,0.1,1,4,0,0,1,0,0,0,0,0
23,10.963670814584455,7.0,1,8.85366542803745,7.14,0,0.12,0,4,1,0,0,0,1,0,0,0
23,10.96377472688257,7.0,2,7.824046010856292,10.37,0,0.04,0,2,1,0,0,0,0,0,1,0
23,11.37366339763672,1.0,2,8.922658299524402,10.33,0,0.09,0,2,0,0,1,1,0,0,0,0
23,11.407564949312402,5.0,4,8.922658299524402,15.58,0,0.08,1,3,0,0,1,0,0,0,0,1
22,11.101945176173954,3.0,4,8.922658299524402,14.96,1,0.1,0,2,0,0,1,0,0,1,0,0
23,11.407564949312402,7.0,3,8.922658299524402,11.03,0,0.08,0,4,0,0,1,0,1,0,0,0
23,10.965608732621822,8.0,2,8.294049640102028,10.99,0,0.07,0,2,1,0,0,0,1,0,0,0
22,10.965781578530127,1.0,3,9.903487552536127,11.41,0,0.35,0,3,1,0,0,0,1,0,0,0
22,10.966472663561087,3.0,1,8.48673398393153,8.49,0,0.08,0,2,1,0,0,0,1,0,0,0
24,11.283512300642423,2.0,4,8.922658299524402,16.89,1,0.09,0,4,0,0,1,0,0,0,0,1
22,10.968129321633084,4.0,1,9.964112174352563,6.91,0,0.37,0,4,1,0,0,0,0,0,0,1
24,11.515920973950028,3.0,2,8.922658299524402,11.49,0,0.07,0,4,0,0,1,0,0,1,0,0
23,10.968129321633084,5.0,1,9.082507000466299,7.51,0,0.15,0,2,1,0,0,0,1,0,0,0
23,11.655075857074907,7.0,3,8.922658299524402,11.28,0,0.07,1,4,0,0,1,1,0,0,0,0
26,11.666504552898529,2.0,3,8.922658299524402,11.59,0,0.06,1,3,0,0,1,0,0,0,0,0
23,11.667361818274648,2.0,3,8.922658299524402,11.011694892245036,0,0.06,0,4,0,0,1,0,1,0,0,0
22,10.968129321633084,2.0,2,7.824046010856292,12.53,0,0.04,0,3,1,0,0,0,0,0,0,1
26,11.589886506106357,2.0,4,8.922658299524402,16.77,1,0.07,1,3,0,0,1,1,0,0,0,0
24,10.968129321633084,5.0,2,7.783224016336037,11.89,0,0.04,0,4,1,0,0,0,0,0,0,0
25,11.736069016284437,3.0,2,8.922658299524402,12.69,0,0.06,0,4,0,0,1,0,0,0,0,0
26,10.85892207152791,2.0,5,8.779557455883728,15.68,1,0.13,0,4,1,0,0,0,0,1,0,0
23,10.968129321633084,7.0,1,8.881836305004146,11.011694892245036,0,0.12,0,2,1,0,0,1,0,0,0,0
26,12.345834587905333,0.0,1,8.922658299524402,8.0,0,0.03,0,2,0,0,1,0,1,0,0,0
26,10.968198289528557,5.0,2,10.351373376528244,11.71,0,0.54,0,3,1,0,0,0,0,1,0,0
26,10.819778284410283,3.0,2,8.925986089617076,11.49,0,0.15,0,2,0,0,1,0,1,0,0,0
24,9.923290179832307,3.0,3,8.92930284224307,14.79,1,0.37,0,4,0,0,1,0,0,0,0,1
25,10.968198289528557,7.0,2,8.881836305004146,11.71,0,0.12,0,3,1,0,0,1,0,0,0,0
24,10.968198289528557,8.0,1,9.6614159913364,7.9,0,0.27,0,3,1,0,0,1,0,0,0,0
24,10.968198289528557,3.0,4,9.305650551780507,16.77,0,0.19,0,4,1,0,0,0,1,0,0,0
22,11.156250521031495,4.0,1,8.92930284224307,7.51,0,0.11,0,2,0,0,1,0,0,0,0,1
26,10.949928968875328,10.0,2,8.92930284224307,9.99,1,0.11,0,3,0,0,1,0,0,1,0,0
24,10.968198289528557,3.0,4,9.615805480084347,11.011694892245036,0,0.26,0,4,1,0,0,0,0,0,1,0
25,10.896739325546411,7.0,1,8.93260863037757,6.99,0,0.14,0,4,0,0,1,0,0,0,0,0
22,10.968198289528557,6.0,2,9.903487552536127,11.99,0,0.34,0,4,0,1,0,0,0,1,0,0
26,10.968198289528557,0.0,2,9.358760377094455,11.99,0,0.2,0,3,1,0,0,0,0,0,0,1
22,10.858998997563564,6.0,4,9.604070223865927,15.62,1,0.29,0,3,1,0,0,1,0,0,0,0
25,10.631325972886003,4.789686296787225,2,8.935903526274423,11.12,0,0.18,0,3,0,0,1,0,0,1,0,0
25,10.571316925111784,3.0,3,8.935903526274423,12.84,1,0.19,0,3,0,0,1,0,0,1,0,0
22,10.799575577092764,0.0,4,8.935903526274423,15.62,1,0.16,0,4,0,0,1,0,1,0,0,0
25,11.002099841204238,1.0,2,8.935903526274423,12.21,0,0.13,0,4,0,0,1,0,0,0,0,0
26,11.112447898373103,2.0,2,8.935903526274423,10.0,0,0.11,0,4,0,0,1,0,0,0,0,1
24,10.968198289528557,5.0,1,8.85366542803745,6.99,0,0.12,0,4,1,0,0,1,0,0,0,0
25,11.029715008237211,1.0,3,8.935903526274423,13.23,1,0.12,0,4,0,0,1,0,0,0,0,1
26,10.968198289528557,5.0,1,9.210340371976184,11.011694892245036,0,0.17,0,4,1,0,0,0,0,0,1,0
24,10.968198289528557,3.0,1,8.699514748210191,5.42,0,0.1,0,4,1,0,0,0,0,0,0,0
24,10.968198289528557,8.0,1,8.006367567650246,5.42,0,0.05,0,4,1,0,0,1,0,0,0,0
21,10.968198289528557,3.0,1,8.411832675758411,6.92,0,0.08,0,4,1,0,0,0,1,0,0,0
24,11.245751653149798,8.0,4,8.935903526274423,12.61,0,0.1,0,2,0,0,1,0,0,0,0,0
